Questions,Manual Label,NSQ,LDA,LSA,Cognitive
"Suppose the page table for the process currently executing on the processor looks like the following. All numbers are decimal, everything is numbered starting from zero, and all addresses are memory byte addresses. The page size is 1,024 bytes. What physical address, if any, would each of the following virtual addresses correspond to?",0,0.890415100598,0.344205436781,0.773755,0
"Consider the following program. <CODE> Assume that the program is running on a system using demand paging and the page size is 1 Kilobyte. Each integer is 4 bytes long. It is clear that each array requires a 16-page space. As an example, A[0, 0]-A[0, 63], A[1, 0]-A[1, 63], A[2, 0]-A[2, 63], and A[3, 0]-A[3, 63] will be stored in the first data page. A similar storage pattern can be derived for the rest of array A and for arrays B and C. Assume that the system allocates a 4-page working set for this process. One of the pages will be used by the program and three pages can be used for the data. Also, two index registers are assigned for i and j (so, no memory accesses are needed for references to these two variables). Discuss how frequently the page fault would occur (in terms of number of times C[i, j]   A[i, j]   B[i, j] are executed).",15,0.96324304964,0.513847723464,0.895853,3
"Consider the following program. <CODE> Assume that the program is running on a system using demand paging and the page size is 1 Kilobyte. Each integer is 4 bytes long. It is clear that each array requires a 16-page space. As an example, A[0, 0]-A[0, 63], A[1, 0]-A[1, 63], A[2, 0]-A[2, 63], and A[3, 0]-A[3, 63] will be stored in the first data page. A similar storage pattern can be derived for the rest of array A and for arrays B and C. Assume that the system allocates a 4-page working set for this process. One of the pages will be used by the program and three pages can be used for the data. Also, two index registers are assigned for i and j (so, no memory accesses are needed for references to these two variables). Can you modify the program to minimize the page fault frequency? What will be the frequency of page faults after your modification?",14,0.960552789135,0.513847734598,0.889966,2
Assume you want to implement a hashed inverted page table for the same. How much memory space is needed for the user page table of Figure 8.4?,10,0.817252411507,0.513847730137,0.854482,4
"The addressing scheme as depicted in Figure 8.4, using a hash function that maps the 20-bit page number into a 6-bit hash value. The table entry contains the page number, the frame number, and a chain pointer. If the page table allocates space for up to 3 overflow entries per hashed entry, how much memory space does the hashed inverted page table take?",10,0.541405042808,0.446473432341,0.837614,4
"Consider the following string of page references 7, 0, 1, 2, 0, 3, 0, 4, 2, 3, 0, 3, 2. Complete a figure similar to Figure 8.15, showing the frame allocation for: FIFO (first-in-first-out), LRU (least recently used), Clock and Optimal (assume the page reference string continues with 1, 2, 0, 1, 7, 0, 1)",14,0.932370426516,0.513847730137,0.897805,2
"Consider the following string of page references 7, 0, 1, 2, 0, 3, 0, 4, 2, 3, 0, 3, 2 and the policies: FIFO (first-in-first-out), LRU (least recently used), Clock and Optimal. List the total number of page faults and the miss rate for each policy. Count page faults only after all frames have been initialized.",16,0.979209249627,0.513847730137,0.876344,4
"A process references five pages, A, B, C, D, and E, in the following order: A; B; C; D; A; B; E; A; B; C; D; E Assume that the replacement algorithm is first-in-first-out and find the number of page transfers during this sequence of references starting with an empty main memory with three page frames. Repeat for four page frames.",10,0.651018516703,0.513847730137,0.929685,4
"A process contains eight virtual pages on disk and is assigned a fixed allocation of four page frames in main memory. The following page trace occurs: 1, 0, 2, 2, 1, 7, 6, 7, 0, 1, 2, 0, 3, 0, 4, 5, 1, 5, 2, 4, 5, 6, 7, 6, 7, 2, 4, 2, 7, 3, 3, 2, 3. Show the successive pages residing in the four frames using the LRU replacement policy. Compute the hit ratio in main memory. Assume that the frames are initially empty.",14,0.837494285882,0.45499683303,0.83279,2
"A process contains eight virtual pages on disk and is assigned a fixed allocation of four page frames in main memory. The following page trace occurs: 1, 0, 2, 2, 1, 7, 6, 7, 0, 1, 2, 0, 3, 0, 4, 5, 1, 5, 2, 4, 5, 6, 7, 6, 7, 2, 4, 2, 7, 3, 3, 2, 3. Show the successive pages residing in the four frames using the FIFO replacement policy. Compute the hit ratio in main memory. Assume that the frames are initially empty.",14,0.858944242448,0.454489998408,0.828729,2
"A process contains eight virtual pages on disk and is assigned a fixed allocation of four page frames in main memory. The following page trace occurs: 1, 0, 2, 2, 1, 7, 6, 7, 0, 1, 2, 0, 3, 0, 4, 5, 1, 5, 2, 4, 5, 6, 7, 6, 7, 2, 4, 2, 7, 3, 3, 2, 3 Compare the two hit ratios and comment on the effectiveness of using FIFO to approximate LRU with respect to this particular trace.",4,0.91725840694,0.490179816384,0.807485,4
"In the VAX, user page tables are located at virtual addresses in the system space. What is the advantage of having user page tables in virtual rather than main memory? What is the disadvantage?",0,0.722851039619,0.261639656493,0.784632,0
"Suppose the program statement <CODE> is executed in a memory with page size of 1,000 words. Let n   1,000. Using a machine that has a full range of register-to-register instructions and employs index registers, write a hypothetical program to implement the foregoing statement. Then show the sequence of page references during execution.",17,0.944821516622,0.476274849706,0.865153,5
"The IBM System/370 architecture uses a two-level memory structure and refers to the two levels as segments and pages, although the segmentation approach lacks many of the features described earlier in this chapter. For the basic 370 architecture, the page size may be either 2 Kbytes or 4 Kbytes, and the segment size is fixed at either 64 Kbytes or 1 Mbyte. For the 370/XA and 370/ESA architectures, the page size is 4 Kbytes and the segment size is 1 Mbyte. Which advantages of segmentation does this scheme lack? What is the benefit of segmentation for the 370?",9,0.956536908436,0.445918357199,0.777038,3
"Assuming a page size of 4 Kbytes and that a page table entry takes 4 bytes, how many levels of page tables would be required to map a 64-bit address space, if the top level page table fits into a single page?",4,0.826304453316,0.513847730137,0.863703,4
"Consider a system with memory mapping done on a page basis and using a single level page table. Assume that the necessary page table is always in memory. If a memory reference takes 200 ns, how long does a paged memory reference take?",4,0.888814480451,0.513847730137,0.861656,4
"Consider a system with memory mapping done on a page basis and using a single level page table. Assume that the necessary page table is always in memory. Now we add an MMU that imposes an overhead of 20 ns on a hit or a miss. If we assume that 85% of all memory references hit in the MMU TLB, what is the Effective Memory Access Time (EMAT)?",4,0.963408775651,0.473392415436,0.86299,4
Consider a system with memory mapping done on a page basis and using a single level page table. Assume that the necessary page table is always in memory. Explain how the TLB hit rate affects the EMAT.,7,0.891263470017,0.407966227428,0.884797,1
"Consider a page reference string for a process with a working set of M frames, initially all empty. The page reference string is of length P with N distinct page numbers in it. For any page replacement algorithm, What is a lower bound on the number of page faults? What is an upper bound on the number of page faults?",1,0.992241566592,0.513847730137,0.91225,1
"In discussing a page replacement algorithm, one author makes an analogy with a snowplow moving around a circular track. Snow is falling uniformly on the track and a lone snowplow continually circles the track at constant speed. The snow that is plowed off the track disappears from the system. For which of the page replacement algorithms discussed in Section 8.2 is this a useful analogy?",2,0.996127520222,0.356643295421,0.814616,2
"In discussing a page replacement algorithm, one author makes an analogy with a snowplow moving around a circular track. Snow is falling uniformly on the track and a lone snowplow continually circles the track at constant speed. The snow that is plowed off the track disappears from the system. What does this analogy suggest about the behavior of the page replacement algorithm in question?",8,0.995929920098,0.384551701582,0.82506,2
"In the S/370 architecture, a storage key is a control field associated with each page-sized frame of real memory. Two bits of that key that are relevant for page replacement are the reference bit and the change bit. The reference bit is set to 1 when any address within the frame is accessed for read or write, and is set to 0 when a new page is loaded into the frame. The change bit is set to 1 when a write operation is performed on any location within the frame. Suggest an approach for determining which page frames are least-recently-used, making use of only the reference bit.",17,0.873370978918,0.439507177056,0.8839,5
"Consider the following sequence of page references (each element in the sequence represents a page number): 12345213323454511325 1<<k Define the mean working set size after the kth reference as sk( ) = k a 0 W(t, ) 0 t=1 1k and define the missing page probability after the kth reference as mk( ) = k a F(t, ) t=1 where F(t,  )   1 if a page fault occurs at virtual time t and 0 otherwise. Draw a diagram similar to that of Figure 8.19 for the reference sequence just defined for the values     1, 2, 3, 4, 5, 6. Plot s20( ) as a function of  . Plot m20( ) as a function of  .",14,0.999337177408,0.513847730137,0.946838,2
"A key to the performance of the VSWS resident set management policy is the value of Q. Experience has shown that, with a fixed value of Q for a process, there are considerable differences in page fault frequencies at various stages of execution. Furthermore, if a single value of Q is used for different processes, dramatically different frequencies of page faults occur. These differences strongly indicate that a mechanism that would dynamically adjust the value of Q during the lifetime of a process would improve the behavior of the algorithm. Suggest a simple mechanism for this purpose.",17,0.935379678035,0.452642566623,0.858757,5
"Assume that a task is divided into four equal-sized segments and that the system builds an eight-entry page descriptor table for each segment. Thus, the system has a combination of segmentation and paging. Assume also that the page size is 2 Kbytes. What is the maximum size of each segment? What is the maximum logical address space for the task?",4,0.676292395584,0.415107554809,0.84489,4
"Assume that a task is divided into four equal-sized segments and that the system builds an eight-entry page descriptor table for each segment. Thus, the system has a combination of segmentation and paging. Assume also that the page size is 2 Kbytes. Assume that an element in physical location 00021ABC is accessed by this task. What is the format of the logical address that the task generates for it? What is the maximum physical address space for the system?",4,0.958191406907,0.438666500571,0.801181,4
Consider a paged logical address space (composed of 32 pages of 2 Kbytes each) mapped into a 1-Mbyte physical memory space. What is the format of the processor’s logical address?,4,0.712203943048,0.513847730137,0.611234,4
Consider a paged logical address space (composed of 32 pages of 2 Kbytes each) mapped into a 1-Mbyte physical memory space. What is the length and width of the page table (disregarding the “access rights” bits)?,4,0.968186226871,0.513847730137,0.769003,4
Consider a paged logical address space (composed of 32 pages of 2 Kbytes each) mapped into a 1-Mbyte physical memory space. What is the effect on the page table if the physical memory space is reduced by half?,3,0.900778121116,0.513847730137,0.76291,3
"The UNIX kernel will dynamically grow a process’s stack in virtual memory as needed, but it will never try to shrink it. Consider the case in which a program calls a C subroutine that allocates a local array on the stack that consumes 10 K. The kernel will expand the stack segment to accommodate it. When the subroutine returns, the stack pointer is adjusted and this space could be released by the kernel, but it is not released. Explain why it would be possible to shrink the stack at this point and why the UNIX kernel does not shrink it.",7,0.970685796754,0.465094257415,0.516753,1
"Consider the following workload: Show the schedule using shortest remaining time, nonpreemptive priority (a smaller priority number implies higher priority) and round robin with quantum 30 ms. Use time scale diagram as shown below for the FCFS example to show the schedule for each requested scheduling policy. What is the average waiting time of the above scheduling policies?",16,0.513090875557,0.0,0.652997,4
Consider the following set of processes: <TABLE> Perform the same analysis as depicted in Table 9.5 and Figure 9.5 for this set.,15,0.167009782808,0.449529233879,0.429587,3
"Prove that, among nonpreemptive scheduling algorithms, SPN provides the minimum average waiting time for a batch of jobs that arrive at the same time. Assume that the scheduler must always execute a task if one is available.",15,0.957001208984,0.0,0.761297,3
"Assume the following burst-time pattern for a process: 6, 4, 6, 4, 13, 13, 13, and assume that the initial guess is 10. Produce a plot similar to those of Figure 9.9.",2,0.995369926272,0.0,0.475462,2
"Consider the following pair of equations as an alternative to Equation (9.3): Sn+1 =aTn +(1-a)Sn and Xn+1 = min[Ubound,max[Lbound,(bSn+1)]] where Ubound and Lbound are prechosen upper and lower bounds on the estimated value of T. The value of Xn + 1 is used in the shortest-process-next algorithm, instead of the value of Sn + 1. What functions do a and b perform, and what is the effect of higher and lower values on each?",9,0.945391126915,1.0,0.716483,3
"In the bottom example in Figure 9.5, process A runs for two time units before control is passed to process B. Another plausible scenario would be that A runs for three time units before control is passed to process B. What policy differences in the feedback scheduling algorithm would account for the two different scenarios?",9,0.972183304554,1.0,0.497707,3
"In a nonpreemptive uniprocessor system, the ready queue contains three jobs at time t immediately after the completion of a job. These jobs arrived at times t1, t2, and t3 with estimated execution times of r1, r2, and r3, respectively. Figure 9.18 shows the linear increase of their response ratios over time. Use this example to find a variant of response ratio scheduling, known as minimax response ratio scheduling, that minimizes the maximum response ratio for a given batch of jobs ignoring further arrivals. (Hint: Decide, first, which job to schedule as the last one.)",17,0.980945451656,0.0,0.869029,5
Prove that the minimax response ratio algorithm of the preceding problem minimizes the maximum response ratio for a given batch of jobs. (Hint: Focus attention on the job that will achieve the highest response ratio and all jobs executed before it. Consider the same subset of jobs scheduled in any other order and observe the response ratio of the job that is executed as the last one among them. Notice that this subset may now be mixed with other jobs from the total set.),16,0.994879535737,0.0,0.804747,4
"Define residence time Tr as the average total time a process spends waiting and being served. Show that for FIFO, with mean service time Ts, we have Tr = Ts/(1 – r), where r is utilization.",16,0.750396766929,0.0,0.723326,4
"9.10 A processor is multiplexed at infinite speed among all processes present in a ready queue with no overhead. (This is an idealized model of round-robin scheduling among ready processes using time slices that are very small compared to the mean service time.) Show that for Poisson input from an infinite source with exponential service times, the mean response time Rx of a process with service time x is given by Rx = x/(1 – r). (Hint: Review the basic queueing equations in Appendix H or Chapter 20. Then consider the number of items waiting, w, in the system upon arrival of the given process.)",14,0.96272037615,0.0,0.753884,2
Consider a variant of the RR scheduling algorithm where the entries in the ready queue are pointers to the PCBs. What would be the effect of putting two pointers to the same process in the ready queue?,8,0.983439249492,0.0,0.525107,2
"Consider a variant of the RR scheduling algorithm where the entries in the ready queue are pointers to the PCBs. If we are to put two pointers to the same process in the ready queue,  what would be the major advantage of this scheme?",9,0.974360086349,0.0,0.544291,3
Consider a variant of the RR scheduling algorithm where the entries in the ready queue are pointers to the PCBs. If we are to put two pointers to the same process in the ready queue. How could you modify the basic RR algorithm to achieve the same effect without the duplicate pointers?,11,0.989218190596,1.0,0.567107,5
"In a queueing system, new jobs must wait for a while before being served. While a job waits, its priority increases linearly with time from zero at a rate a. A job waits until its priority reaches the priority of the jobs in service; then, it begins to share the processor equally with other jobs in service using round robin while its priority continues to increase at a slower rate b. The algorithm is referred to as selfish round robin, because the jobs in service try (in vain) to monopolize the processor by increasing their priority continuously. Use Figure 9.19 to show that the mean response time Rx for a job of service time x is given by:  where Rx  s +x-s 1 - r 1 - r r ls r assuming that arrival and service times are exponentially distributed with means 1/  and s, respectively. (Hint: Consider the total system and the two subsystems separately.)",16,0.937667634695,0.0,0.773689,4
"An interactive system using round-robin scheduling and swapping tries to give guaranteed response to trivial requests as follows: After completing a round-robin cycle among all ready processes, the system determines the time slice to allocate to each ready process for the next cycle by dividing a maximum response time by the number of processes requiring service. Is this a reasonable policy?",7,0.842112616346,0.82068350525,0.663737,1
Which type of process is generally favored by a multilevel feedback queueing scheduler—a processor-bound process or an I/O-bound process? Briefly explain why.,0,0.795244276606,0.0,0.524427,0
"In priority-based process scheduling, the scheduler only gives control to a particular process if no other process of higher priority is currently in the Ready state. Assume that no other information is used in making the process scheduling decision. Also assume that process priorities are established at process creation time and do not change. In a system operating with such assumptions, why would using Dekker’s solution (see Section A.1) to the mutual exclusion problem be “dangerous”? Explain this by telling what undesired event could occur and how it could occur.",7,0.975449817422,0.557522542437,0.682171,1
"Five batch jobs, A through E, arrive at a computer center at essentially the same time. They have an estimated running time of 15, 9, 3, 6, and 12 minutes, respectively. Their (externally defined) priorities are 6, 3, 7, 9, and 4, respectively, with a lower value corresponding to a higher priority. For each of the following scheduling algorithms, determine the turnaround time for each process and the average turnaround for all jobs. Ignore process switching overhead. Explain how you arrived at your answers. In the last three cases, assume that only one job at a time runs until it finishes and that all jobs are completely processor bound. a. round robin with a time quantum of 1 minute b. priority scheduling c. FCFS (run in order 15, 9, 3, 6, and 12) d. shortest job first",7,0.719702082538,0.0,0.825162,1
Consider a set of three periodic tasks with the execution profiles of Table 10.6. Develop scheduling diagrams similar to those of Figure 10.5 for this set of tasks.,2,0.946056014913,1.0,0.784273,2
Consider a set of five aperiodic tasks with the execution profiles of Table 10.7. Develop scheduling diagrams similar to those of Figure 10.6 for this set of tasks.,2,0.921138615811,1.0,0.768215,2
"Least laxity first (LLF) is a real-time scheduling algorithm for periodic tasks. Slack time, or laxity, is the amount of time between when a task would complete if it started now and its next deadline. This is the size of the available scheduling window. Laxity can be expressed as Laxity = (deadline time) - (current time) - (processor time needed) LLF selects the task with the minimum laxity to execute next. If two or more tasks have the same minimum laxity value, they are serviced on a FCFS basis. Suppose a task currently has a laxity of t. By how long may the scheduler delay starting this task and still meet its deadline?",3,0.996329302422,1.0,0.870229,3
"Least laxity first (LLF) is a real-time scheduling algorithm for periodic tasks. Slack time, or laxity, is the amount of time between when a task would complete if it started now and its next deadline. This is the size of the available scheduling window. Laxity can be expressed as Laxity = (deadline time) - (current time) - (processor time needed) LLF selects the task with the minimum laxity to execute next. If two or more tasks have the same minimum laxity value, they are serviced on a FCFS basis. Suppose a task currently has a laxity of 0. What does this mean? What does it mean if a task has negative laxity?",1,0.997969866121,1.0,0.868107,1
"Least laxity first (LLF) is a real-time scheduling algorithm for periodic tasks. Slack time, or laxity, is the amount of time between when a task would complete if it started now and its next deadline. This is the size of the available scheduling window. Laxity can be expressed as Laxity = (deadline time) - (current time) - (processor time needed) LLF selects the task with the minimum laxity to execute next. If two or more tasks have the same minimum laxity value, they are serviced on a FCFS basis. Consider a set of three periodic tasks with the execution profiles of Table 10.8a. Develop scheduling diagrams similar to those of Figure 10.4 for this set of tasks that compare rate monotonic, earliest deadline first, and LLF. Assume preemption may occur at 5-ms intervals. Comment on the results.",14,0.998007583218,0.931481607794,0.86393,2
"Maximum urgency first (MUF) is a real-time scheduling algorithm for periodic tasks. Each task is assigned an urgency that is defined as a combination of two fixed priorities and one dynamic priority. One of the fixed priorities, the criticality, has precedence over the dynamic priority. Meanwhile, the dynamic priority has precedence over the other fixed priority, called the user priority. The dynamic priority is inversely proportional to the laxity of a task. MUF can be explained as follows. First, tasks are ordered from shortest to longest period. Define the critical task set as the first N tasks such that worst-case processor utilization does not exceed 100%. Among critical set tasks that are ready, the scheduler selects the task with the least laxity. If no critical set tasks are ready, the schedule chooses among the noncritical tasks the one with the least laxity. Ties are broken through an optional user priority and then by FCFS. Repeat Problem 10.3d, adding MUF to the diagrams. Assume that user-defined priorities are A highest, B next, C lowest. Comment on the results.",15,0.999983917101,0.808625930057,0.780614,3
Consider a program that accesses a single I/O device and compare unbuffered I/O to the use of a buffer. Show that the use of the buffer can reduce the running time by at most a factor of two.,14,0.484497039777,0.229573295466,0.706509,2
Consider a program that accesses n I/O devices and compare unbuffered I/O to the use of a buffer. Compare the running time with and without the use of the buffer.,4,0.34458070337,0.181503914824,0.622793,4
"Consider a disk with N tracks numbered from 0 to (N - 1) and assume that requested sectors are distributed randomly and evenly over the disk. We want to calculate the average number of tracks traversed by a seek. Calculate the probability of a seek of length j when the head is currently positioned over track t. (Hint: This is a matter of determining the total number of combinations, recognizing that all track positions for the destination of the seek are equally likely.)",4,0.970107273463,0.268588860428,0.947454,4
"Consider a disk with N tracks numbered from 0 to (N - 1) and assume that requested sectors are distributed randomly and evenly over the disk. We want to calculate the average number of tracks traversed by a seek. Calculate the probability of a seek of length K, for an arbitrary current position of the head. (Hint: This involves the summing over all possible combinations of movements of K tracks.)",4,0.842563977691,0.254450380209,0.902888,4
"Consider a disk with N tracks numbered from 0 to (N - 1) and assume that requested sectors are distributed randomly and evenly over the disk. We want to calculate the average number of tracks traversed by a seek. Calculate the average number of tracks traversed by a seek, using the formula for expected value N-1 E[x]= ai* Pr[x=i] n Hint: Use the equalities a = i=0 n(n + 1) ; n n(n + 1)(2n + 1) ai2 = 6 . i=1  2",4,0.980573378121,0.193659234937,0.87823,4
The following equation was suggested both for cache memory and disk cache memory: TS =TC +M*TD Generalize this equation to a memory hierarchy with N levels instead of just 2.,16,0.992102230508,0.402535121854,0.819808,4
"For the frequency-based replacement algorithm (Figure 11.9), define Fnew, Fmiddle, and Fold as the fraction of the cache that comprises the new, middle, and old sections, respectively. Clearly, Fnew + Fmiddle + Fold = 1. Characterize the policy when a. Fold =1-Fnew b. Fold = 1/(cache size)",8,0.641713291878,0.288985729044,0.601285,2
"Calculate how much disk space (in sectors, tracks, and surfaces) will be required to store 300,000 120-byte logical records if the disk is fixed sector with 512 bytes/ sector, with 96 sectors/track, 110 tracks per surface, and 8 usable surfaces. Ignore any file header record(s) and track indexes, and assume that records cannot span two sectors.",4,0.94825106158,0.257546069718,0.694507,4
"Consider the disk system described in Problem 11.7, and assume that the disk rotates at 360 rpm. A processor reads one sector from the disk using interrupt-driven I/O, with one interrupt per byte. If it takes 2.5 μs to process each interrupt, what percentage of the time will the processor spend handling I/O (disregard seek time)?",4,0.947936726257,0.221534642338,0.714925,4
"A 32-bit computer has two selector channels and one multiplexor channel. Each selector channel supports two magnetic disk and two magnetic tape units. The multiplexor channel has two line printers, two card readers, and ten VDT terminals connected to it. Assume the following transfer rates: Disk drive 800 Kbytes/s Magnetic tape drive 200 Kbytes/s Line printer 6.6 Kbytes/s Card reader 1.2 Kbytes/s VDT 1 Kbyte/s. Estimate the maximum aggregate I/O transfer rate in this system.",4,0.998194194297,0.310054106217,0.85584,4
"It should be clear that disk striping can improve the data transfer rate when the strip size is small compared to the I/O request size. It should also be clear that RAID 0 provides improved performance relative to a single large disk, because multiple I/O requests can be handled in parallel. However, in this latter case, is disk striping necessary? That is, does disk striping improve I/O request rate performance compared to a comparable disk array without striping?",9,0.932155636193,0.672473849114,0.778572,3
"Consider a 4-drive, 200 GB-per-drive RAID array. What is the available data storage capacity for each of the RAID levels, 0, 1, 3, 4, 5, and 6?",4,0.729308049055,0.0,0.971577,4
"Define: B   block size, R   record size, P   size of block pointer, F   blocking factor;",0,0.439710387749,0.535322700418,0.613931,0
Give a formula for F for the three blocking methods depicted in Figure 12.8.,10,0.262053593522,0.206248721671,0.652381,4
"One scheme to avoid the problem of preallocation versus waste or lack of contiguity is to allocate portions of increasing size as the file grows. For example, begin with a portion size of one block, and double the portion size for each allocation. Consider a file of n records with a blocking factor of F, and suppose that a simple one-level index is used as a file allocation table. Give an upper limit on the number of entries in the file allocation table as a function of F and n.",10,0.478561674744,0.612215741187,0.904436,4
"One scheme to avoid the problem of preallocation versus waste or lack of contiguity is to allocate portions of increasing size as the file grows. For example, begin with a portion size of one block, and double the portion size for each allocation. Consider a file of n records with a blocking factor of F, and suppose that a simple one-level index is used as a file allocation table. What is the maximum amount of the allocated file space that is unused at any time?",10,0.661253139978,0.640635967138,0.874098,4
"What file organization would you choose to maximize efficiency in terms of speed of access, use of storage space, and ease of updating (adding/deleting/modifying) when the data are a. updated infrequently and accessed frequently in random order? b. updated frequently and accessed in its entirety relatively frequently? c. updated frequently and accessed frequently in random order?",6,0.998869827808,0.198611072878,0.356955,0
"For the B-tree in Figure 12.4c, show the result of inserting the key 97.",16,0.597574554688,1.0,0.887856,4
"An alternative algorithm for insertion into a B-tree is the following: As the insertion algorithm travels down the tree, each full node that is encountered is immediately split, even though it may turn out that the split was unnecessary. What is the advantage of this technique? What are the disadvantages?",1,0.940410717094,0.485834500042,0.820536,1
Both the search and the insertion time for a B-tree are a function of the height of the tree. We would like to develop a measure of the worst-case search or insertion time. Consider a B-tree of degree d that contains a total of n keys. Develop an inequality that shows an upper bound on the height h of the tree as a function of d and n.,17,0.954067290591,0.58894968579,0.859688,5
"Ignoring overhead for directories and file descriptors, consider a file system in which files are stored in blocks of 16K bytes. For each of the following file sizes, calculate the percentage of wasted file space due to incomplete filling of the last block: 41,600 bytes; 640,000 bytes; 4.064,000 bytes.",4,0.996788053748,0.381026871886,0.583467,4
What are the advantages of using directories?,0,0.934920332965,0.382713366392,0.369699,0
Directories can be implemented either as “special files” that can only be accessed in limited ways or as ordinary data files. What are the advantages and disadvantages of each approach?,0,0.806175834287,0.205541026404,0.612191,0
Some operating systems have a tree–structured file system but limit the depth of the tree to some small number of levels. What effect does this limit have on users? How does this simplify file system design (if it does)?,9,0.990841097838,0.278483855707,0.525748,3
Consider a hierarchical file system in which free disk space is kept in a free space list. Suppose the pointer to free space is lost. Can the system reconstruct the free space list?,3,0.977332867682,0.650666905086,0.767128,3
Consider a hierarchical file system in which free disk space is kept in a free space list. Suggest a scheme to ensure that the pointer is never lost as a result of a single memory failure.,5,0.975224725619,0.658907395993,0.74573,5
"In UNIX System V, the length of a block is 1 Kbyte, and each block can hold a total of 256 block addresses. Using the inode scheme, what is the maximum size of a file?",4,0.506487148729,0.397052807987,0.539053,4
"Consider the organization of a UNIX file as represented by the inode (Figure 12.16). Assume that there are 12 direct block pointers, and a singly, doubly, and triply indirect pointer in each inode. Further, assume that the system block size and the disk sector size are both 8K. If the disk block pointer is 32 bits, with 8 bits to identify the physical disk and 24 bits to identify the physical block, then what is the maximum file size supported by this system? What is the maximum file system partition supported by this system?",4,0.999747312658,0.353564125796,0.595931,4
"Consider the organization of a UNIX file as represented by the inode (Figure 12.16). Assume that there are 12 direct block pointers, and a singly, doubly, and triply indirect pointer in each inode. Further, assume that the system block size and the disk sector size are both 8K. If the disk block pointer is 32 bits, with 8 bits to identify the physical disk and 24 bits to identify the physical block. Assuming no information other than that the file inode is already in main memory, how many disk accesses are required to access the byte in position 13,423,956?",4,0.999278708719,0.296167803502,0.6231,4
"With reference to the device driver interface to the eCos kernel (Table 13.2), it is recommended that device drivers should use the _intsave() variants to claim and release spinlocks rather than the non-_intsave() variants. Explain why.",0,0.586125697557,0.0,0.569358,0
"In Table 13.2, it is recommended that cyg_drv_spinlock_spin should be used sparingly, and in situations where deadlocks/livelocks cannot occur. Explain why.",1,0.970645579757,0.0,0.569952,1
"In Table 13.2, what should be the limitations on the use of cyg_drv_spinlock_ destroy? Explain.",0,0.913931446948,0.672473840024,0.553678,0
"In Table 13.2, what limitations should be placed in the use of cyg_drv_mutex_ destroy?",0,0.913931446948,1.0,0.522537,0
Why does the eCos bitmap scheduler not support time slicing?,0,0.608735480619,0.0,0.763167,0
"The implementation of mutexes within the eCos kernel does not support recursive locks. If a thread has locked a mutex and then attempts to lock the mutex again, typically as a result of some recursive call in a complicated call graph, then either an assertion failure will be reported or the thread will deadlock. Suggest a reason for this policy.",1,0.898491346978,1.0,0.769168,1
Figure 13.14 is a listing of code intended for use on the eCos kernel. Explain the operation of the code. Assume thread B begins execution first and thread A begins to execute after some event occurs.,1,0.862811822648,0.348457306574,0.718587,1
"Figure 13.14 is a listing of code intended for use on the eCos kernel. What would happen if the mutex unlock and wait code execution in the call to cyg_cond_wait, on line 30, were not atomic?",0,0.951454881024,1.0,0.777788,0
Figure 13.14 is a listing of code intended for use on the eCos kernel. Why is the while loop on line 26 needed?,3,0.925392608838,0.0,0.694109,3
The discussion of eCos spinlocks included an example showing why spinlocks should not be used on a uniprocessor system if two threads of different priorities can compete for the same spinlock. Explain why the problem still exists even if only threads of the same priority can claim the same spinlock.,9,0.937138425536,0.544333264101,0.553826,3
"TinyOS’s scheduler serves tasks in FIFO order. Many other schedulers for TinyOS have been proposed, but none have caught on. What characteristics of the sensornet domain might cause a lack of need for more complex scheduling?",0,0.99679268948,0.620212388296,0.538702,0
The TinyOS Resource interface does not allow a component that already has a request in the queue for a resource to make a second request. Suggest a reason.,1,0.367094889654,0.582193150688,0.817203,1
The TinyOS Resource interface allows a component holding the resource lock to re-request the lock. This request is enqueued for a later grant. Suggest a reason for this policy. Hint: What might cause there to be latency between one component releasing a lock and the next requester being granted it?,1,0.958852704712,1.0,0.7632,1
"Consider an automated teller machine (ATM) in which users provide a personal identification number (PIN) and a card for account access. Give examples of confidentiality, integrity, and availability requirements associated with the system and, in each case, indicate the degree of importance of the requirement.",11,0.626654646273,0.22793140037,0.645865,5
Repeat the preceding problem for a telephone switching system that routes calls through a switching network based on the telephone number requested by the caller.,17,0.481280688205,0.825573640619,0.5508,5
Consider a desktop publishing system used to produce documents for various organizations. Give an example of a type of publication for which a. confidentiality of the stored data is the most important requirement b. data integrity is the most important requirement. c. system availability is the most important requirement.,11,0.48595831282,0.825573635878,0.725801,5
"For each of the following assets, assign a low, moderate, or high impact level for the loss of confidentiality, availability, and integrity, respectively. Justify your answers. <EXAMPLES>",0,0.931449991106,0.825573636073,0.738003,0
"Assume that passwords are selected from four-character combinations of 26 alphabetic characters. Assume that an adversary is able to attempt passwords at a rate of one per second.  What is the expected time to discover the correct password? a. Assuming no feedback to the adversary until each attempt has been completed, b. Assuming feedback to the adversary flagging an error as each incorrect character is entered",4,0.997469729141,0.763180922977,0.753823,4
"The question arises as to whether it is possible to develop a program that can Analyse a piece of software to determine if it is a virus. Consider that we have a program D that is supposed to be able to do that. That is, for any program P, if we run D(P), the result returned is TRUE (P is a virus) or FALSE (P is not a virus). Now consider the following program: <CODE> In the preceding program, infect-executable is a module that scans memory for executable programs and replicates itself in those programs. Determine if D can correctly decide whether CV is a virus.",3,0.888211658932,0.701538377212,0.729442,3
